id2,url,asin,brand,pcategory1,title,listprice,techdetails,proddescrshort,proddescrlong,imageurl,modelno,itemweight,length,width,height
113,14249633,64109211404,[26203],"[5629, 17, 961]","[26203, 20712, 650, 9217, 1282, 1370, 3165, 4330, 17, 10080, 7503, 26254]",2312.5,"[9217, 1282, 1370, 0, 2797, 12536, 409772, 71876, 30928, 6136, 6160, 7897, 21907, 102, 3, 627, 358, 83, 1181, 11, 0, 60640, 24, 1155, 0, 23, 7897, 11, 2995, 12, 106, 1033, 1911, 8817, 3, 3907, 6, 0, 2468, 0, 3068, 6, 7, 0, 0, 9170, 1087, 18, 44, 6034, 5542, 18, 12842, 0, 18, 1604, 244, 8, 3575, 157, 387, 360, 387, 4, 7751, 0, 3575, 0, 12, 52, 153, 318, 11840, 8, 1497, 4, 0, 4330, 6083, 20712, 650, 23, 1087, 5, 68, 44, 89, 1181, 7146, 24, 0, 2693, 627, 7425, 15409, 1604, 25516, 5, 267469, 13499, 17725, 790618, 80, 22397, 627, 1604, 129461, 10639, 527, 8, 44, 4568, 60, 3, 762, 42, 27, 496, 30, 98, 1597969, 9333, 3185, 867, 21451, 29, 134, 29, 4333, 0, 8886, 12, 126, 20, 44, 268, 527, 2499, 12536, 1158039, 17042, 474, 6, 15421, 527, 8, 3, 2449, 298043, 42983, 10653, 4, 36041, 0, 9331, 2219, 0]",[0],"[0, 1282, 1370, 0, 2797, 12536, 409772, 71876, 30928, 6136, 6160, 7897, 21907, 102, 3, 627, 358, 83, 1181, 11, 0, 60640, 24, 1155, 0, 23, 7897, 11, 2995, 12, 106, 1033, 1911, 8817, 3, 3907, 6, 0, 2468, 5253, 3068, 6, 7, 0, 409772, 483, 9170, 1087, 18, 44, 6034, 5542, 18, 12842, 2, 10864, 18, 1604, 244, 8, 3575, 157, 387, 360, 387, 4, 7751, 0, 2932, 3575, 334725, 227282, 12, 52, 153, 318, 11840, 8, 1497, 4, 0, 4330, 6083, 20712, 650, 23, 1087, 5, 68, 44, 89, 1181, 7146, 24, 0, 2693, 627, 7425, 15409, 1604, 25516, 5, 267469, 13499, 17725, 790618, 80, 22397, 627, 1604, 129461, 10639, 527, 8, 44, 4568, 60, 3, 762, 42, 27, 496, 30, 98, 1597969, 9333, 3185, 867, 21451, 29, 134, 29, 4333, 0, 8886, 12, 126, 20, 44, 268, 527, 2499, 12536, 1158039, 17042, 474, 6, 15421, 527, 8, 3, 2449, 298043, 42983, 10653, 4, 36041, 0, 9331, 2219, 0]","[6567, 10, 66, 66, 0, 66, 109, 66, 29930, 66, 7025, 66, 3014, 66, 168, 66, 5099, 66, 303, 66, 0, 643, 0, 643, 0]",111599,155.0,,,
114,14250937,64109213201,[26203],"[5629, 17, 961]","[26203, 698568, 6069, 1282, 745, 5305, 4330, 17, 15018, 26254, 10080, 6022]",1948.95,"[66873, 5881, 1588, 1181, 20, 9988, 363183, 1140, 68, 3348, 3, 1604, 50620, 4, 0, 34355, 3748, 860, 397, 154, 20, 6785, 336, 3589, 0, 2468, 0, 762, 11, 11668, 25, 1087, 537, 31522, 9170, 26, 2852, 0, 3, 41731, 1660, 6, 174124, 269, 4, 336, 12536, 0, 1604, 11, 2428, 4, 13031, 25, 3274, 7, 30234, 10298, 6136, 18328, 2019, 0, 358, 20, 4648, 305761, 0, 12, 67, 153, 318, 11840, 8, 1497, 4, 23721, 7734, 11174]",[0],"[0, 5881, 1588, 1181, 20, 9988, 363183, 1140, 68, 3348, 3, 1604, 50620, 4, 0, 34355, 3748, 860, 397, 154, 20, 6785, 336, 3589, 0, 2468, 49421, 762, 11, 11668, 25, 1087, 537, 31522, 9170, 26, 2852, 15962, 3, 41731, 1660, 6, 174124, 269, 4, 336, 12536, 8604, 1604, 11, 2428, 4, 13031, 25, 3274, 7, 30234, 10298, 6136, 18328, 2019, 483, 358, 20, 4648, 305761, 227282, 12, 67, 153, 318, 11840, 8, 1497, 4, 23721]","[6567, 10, 66, 66, 0, 66, 109, 66, 29930, 66, 7025, 66, 3014, 66, 168, 66, 5099, 66, 385, 66, 0, 643, 0, 643, 0]",200126,95.0,,,
115,16954414,4277731428,[399234],"[104205, 66, 2418]","[399234, 62750, 2053174, 59858, 16131, 3447, 1912]",56.88,"[399234, 62750, 2053174, 59858, 16131, 3447, 1912, 7461, 26455, 62750, 2499, 390, 7740, 62, 5, 237, 8450, 6, 4715, 303, 2009, 6, 47146, 314118, 346732, 4639, 15607, 4448, 19828, 627, 19907, 4, 537, 311654, 25099, 4, 6600]","[23, 399234, 62750, 2053174, 59858, 16131, 3447, 1912, 3421, 19, 3115, 62, 5, 2282, 8450, 6, 1488324, 4448, 19828, 627, 19907, 4, 537, 148204, 0]","[399234, 62750, 2053174, 59858, 16131, 3447, 1912, 7461, 26455, 62750, 2499, 390, 7740, 62, 5, 237, 8450, 6, 4715, 303, 2009, 6, 47146, 314118, 346732, 4639, 15607, 4448, 19828, 627, 19907, 4, 537, 311654, 25099, 4, 6600]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2650, 66, 676, 66, 4853, 66, 929, 66, 0, 643, 0]",XVCD100,1.2188,4.75,3.75,2.5
116,17032743,88493810710,[12111],[4699],"[12111, 55086, 7569, 1140, 149, 0, 0, 6402]",428.0,"[377, 251, 558, 63250, 3979, 2866, 5, 2437, 1901, 0]","[23, 12111, 55086, 7569, 1140, 149, 0, 0, 6402, 46, 7, 196, 251, 558, 63250, 3979, 787, 16368, 3, 540790]","[12111, 55086, 7569, 1140, 149, 0, 0, 6402, 377, 251, 558, 63250, 3979, 787, 16368, 494, 2866, 5, 2437, 1901, 0]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 4713, 66, 3844, 66, 2843, 66, 168, 66, 0, 643, 0]",AVIC-U220,2.15,10.0,6.5,3.6
117,17203994,7978419604,[12520],"[23948, 64, 1022, 15649]","[4055, 1482, 571933, 11321]",0.0,"[2866, 5, 126, 610, 12, 330]","[23, 4055, 1482, 571933, 11321, 11, 427, 5, 126, 4, 11, 159, 12, 272050]","[4055, 1482, 571933, 11321, 2866, 5, 126, 610, 12, 330]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2560, 66, 4982, 66, 4889, 66, 513, 66, 0, 643, 0]",19604,,11.75,9.5,0.1
118,16784264,66291903313,[57118],"[5629, 17, 961]","[57118, 168, 113983, 151783, 36444, 1511, 3408, 3170, 5274]",5.88,"[203444, 6568, 12, 5012, 2791, 802, 4, 254, 3708, 211726, 35, 11950, 1262, 610, 12, 1046, 9991, 1411]","[57118, 270, 113983, 151783, 36444, 1511, 3408, 3170, 624, 51, 23186, 6568, 12, 5012, 2791, 802, 4, 254, 1255897, 63, 49917, 35, 1707, 2052, 1511, 11950, 1262, 4, 11, 663, 12, 1046, 9991, 1411, 167, 29, 11209, 33, 269, 787323]","[57118, 168, 113983, 151783, 36444, 1511, 3408, 3170, 5274, 203444, 6568, 12, 5012, 2791, 802, 4, 254, 3708, 211726, 35, 11950, 1262, 610, 12, 1046, 9991, 1411, 151783, 17340, 9321, 4358, 366, 9052, 3758, 19194, 4, 2108, 1701]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 4035, 66, 750, 66, 513, 66, 2618, 66, 0, 643, 0]",V7N2C6-10F-GRYS,0.3,10.0,8.0,1.0
119,16898457,4098310018,"[12767, 731, 439650]","[23948, 64, 1022, 15649]","[12767, 731, 439650, 3561, 4356, 2022, 24179, 1059, 8621, 15279, 147, 360, 237, 483, 145]",15.19,"[6875, 20, 3, 395, 378, 8, 203004, 27437, 4814, 2360, 12, 3, 0, 2503, 12, 62974, 4, 1365, 1093301, 76474, 71247, 2149182, 2085, 1217, 201, 2155, 1204, 1915, 24179, 1872, 5605, 8454, 188763, 297712, 5605, 6022, 2022, 0, 20963, 0, 4797, 18225, 2954, 11607, 18, 2022, 0, 0, 1915, 0, 0, 38647, 27437, 237, 218, 5, 147, 1927, 161, 0, 0, 16335, 2022, 1973, 2713, 8621, 1973, 2713, 173288, 5605, 4797, 2503, 12, 169827, 4, 8948, 1161131, 0, 6022, 2022, 0, 0, 2158, 14806, 650, 433301, 0, 6083, 270, 43858, 58317, 504998, 0, 2158, 270, 1483785, 0, 1346, 1418, 360, 2054, 147, 8, 360, 237, 48835, 0, 1217, 379938, 0, 10206, 575871, 0, 1204, 1915, 24179, 1364521, 0, 6022, 290, 5357, 6233, 851097, 13308, 290, 68712, 405, 736, 815, 807, 0, 0, 0, 0, 8454, 188763, 0, 0, 102155, 0, 0, 11, 8, 5811, 20, 3, 15045, 8782, 90422, 2061, 12, 2819, 1966, 0, 4448, 4814, 311, 0, 11, 172, 6, 26, 388, 8452, 10733, 0, 1204, 995271, 23536, 9762, 7899, 1822360, 348464, 23536, 3414, 11218, 20, 24110, 49061]",[0],"[0, 20, 3, 395, 378, 8, 203004, 27437, 4814, 2360, 12, 3, 0, 2503, 12, 62974, 4, 1365, 1093301, 76474, 71247, 2149182, 2085, 1217, 201, 2155, 1204, 1915, 24179, 1872, 5605, 8454, 188763, 297712, 5605, 6022, 2022, 0, 21422, 20963, 5605, 4797, 18225, 2954, 11607, 18, 2022, 49828, 18017, 1915, 269732, 24179, 38647, 27437, 237, 218, 5, 147, 1927, 161, 44473, 20336, 16335, 2022, 1973, 2713, 8621, 1973, 2713, 173288, 5605, 4797, 2503, 12, 169827, 4, 8948, 13159, 5605, 6022, 2022, 8621, 736, 2158, 14806, 650, 3242, 2838, 6083, 270, 43858, 58317, 3174, 2838, 2158, 270, 483, 6092, 1346, 1418, 360, 2054, 147, 8, 360, 237, 8, 2085, 1217, 201, 11395, 10206, 845, 2155, 1204, 1915, 24179, 1872, 736, 6022, 290, 5357, 6233, 851097, 13308, 290, 68712, 405, 736, 815, 807, 15967, 96059, 1037168, 5605, 8454, 188763, 297712, 25477, 102155, 25477, 1204, 11, 8, 5811, 20, 3, 15045, 8782, 90422, 2061, 12, 2819, 1966, 539121, 5037, 4448, 4814, 311, 0, 1204, 11, 172, 6, 26, 388, 8452, 10733, 1024, 950, 1204, 995271, 23536, 9762, 7899, 1822360, 348464, 23536, 3414, 11218, 20, 24110, 49061]","[6567, 10, 66, 66, 0, 66, 109, 66, 29930, 66, 7025, 66, 2650, 66, 2241, 66, 5198, 66, 168, 66, 0, 643, 0, 643, 0]",,1.0417,,,
120,16904491,82806349658,"[5560, 2854]",[2942],"[5560, 2854, 1195460, 1786, 17285, 2687, 6533, 1218, 2804, 6086]",49.0,"[104, 21532, 1339, 17855, 269, 983, 1291, 13788, 7097, 20143, 937, 9754, 1972, 983, 4, 0, 1352, 25767, 7917, 1852]","[23, 5560, 2854, 1195460, 1786, 11, 3, 949, 1566, 1181, 764, 983, 68, 801, 3, 171, 624, 6, 1338, 953, 4, 10657, 787, 93, 29, 134, 29, 2295, 86, 95, 278746, 23, 1195460, 1786, 624, 7, 104, 2787, 1566, 1181, 20, 1481, 269, 337, 4, 762, 323, 8, 40, 90492, 5380, 0, 26811, 101, 123, 1571, 3509, 20, 7, 623, 2533, 622, 4, 4693, 1630, 112, 28, 7, 12716, 4, 2168, 1423, 19, 42, 177, 20, 19, 7620, 19, 180342]","[5560, 2854, 1195460, 1786, 17285, 2687, 6533, 1218, 2804, 104, 21532, 1339, 17855, 269, 983, 1291, 13788, 7097, 20143, 937, 9754, 1972, 983, 4, 0, 1352, 554, 6034, 2995, 20989, 38640, 12287, 22999, 11461, 50614, 4, 16094, 2418, 6034, 2995, 2942, 19929, 21440, 23480, 4, 118237, 2099, 6034, 2995, 37087, 17975, 4, 21303, 25767, 7917, 1852, 13581, 43361, 1376]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 4971, 66, 1564, 66, 5206, 66, 3844, 66, 0, 643, 0]",ME965L4GBPRP,0.35,8.5,5.5,1.2
121,16914341,4683804382,[24597],"[1213, 104205]","[24597, 0, 1294, 17221]",70.0,"[5670, 29180, 12075, 9953, 30234, 71331, 4448, 2859, 3140]","[23, 0, 624, 6145, 29180, 12075, 12, 6506, 1481, 1972, 1952, 0, 23, 71331, 11, 1435, 30234, 2859, 3140, 474, 11, 972, 4, 22, 90, 624, 2942, 21440, 0]","[24597, 0, 1294, 17221, 4247, 874, 1218, 1853, 41578, 58503, 33803, 1853, 2942, 21440, 4258, 4, 6878, 4258, 4402, 4258, 2468, 67868, 3053, 1339, 12, 2942, 21440, 1080, 13099, 982, 76607, 360, 132, 66547, 27171, 464753, 93131, 389817, 29375, 218, 7097, 3314, 83078, 203, 218, 380, 7097, 9484, 23093, 9484, 23093, 5670, 29180, 12075, 5341, 33560, 3156, 5037, 11631, 0, 1294, 2804, 788858, 2859, 3140, 474, 11174, 3772, 4170, 874, 7674, 936, 0, 781, 136727, 474, 834466, 3269, 48085, 71331, 68758, 35588]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2650, 66, 4449, 66, 2843, 66, 2650, 66, 0, 643, 0]",KDR320,4.0,10.787,9.685,4.488
122,14321301,72286875105,[32597],"[5629, 17, 961]","[32597, 387, 7712, 38049, 4859, 8759, 483]",24.88,"[11455, 387, 11263, 7461, 7636, 2158, 483]","[23, 32597, 387, 7712, 38049, 4859, 8759, 10480, 35, 2921, 30, 0, 14086, 22, 111, 35, 4163, 33, 1957, 3, 6994, 7636, 5, 247, 102, 35, 866, 444554]","[2817, 2468, 11455, 387, 11263, 11570, 2921, 30, 17589, 7461, 7636, 2158, 483]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 3653, 66, 649, 66, 4449, 66, 2333, 66, 0, 643, 0]",F8N296,0.96,16.81,12.28,2.38
123,15064199,7283831004,[10450],"[23948, 64, 1022, 15649]","[10450, 28359, 35400, 12383, 8230, 14192, 3769, 10467, 6045, 4506, 2581, 678342]",15.94,"[34606, 5725, 1681, 4, 4098, 3425, 2468, 7, 1885, 3774, 1269, 7, 41320, 5145, 7193, 12383, 5725, 5136]","[77, 28359, 35400, 12383, 8230, 14192, 3769, 10467, 46, 7, 4253, 9753, 5725, 5136, 4, 715, 3268, 684501, 497233, 63, 46, 7, 2057, 15019, 7193, 12, 13443, 896, 237920, 7186, 883560, 0, 63, 11, 529, 1296, 4, 0]","[10450, 28359, 35400, 12383, 8230, 14192, 3769, 10467, 96059, 34077, 10144, 1538, 9753, 6381, 34606, 5725, 1681, 4, 4098, 3425, 2468, 7, 1885, 3774, 1269, 7, 41320, 5145, 7193, 12383, 5725, 5136, 5976, 15019, 7193, 1178, 1296, 4, 1459564, 3097, 6, 251, 16041]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2560, 66, 649, 66, 2843, 66, 929, 66, 0, 643, 0]",31004,0.312,,,
124,15074994,89974400589,"[2305, 11514]",[7536],"[2305, 11514, 2649, 2506, 2687, 4590, 2073, 6010, 73480, 9296, 1331, 6176]",4.98,"[430, 270, 10725, 685, 3498, 56607, 786, 102, 3, 2649, 9321, 1226, 12, 4231, 6, 618, 16509, 4, 5380]","[23, 2305, 11514, 2649, 2506, 2687, 4590, 2073, 6010, 11, 3, 208, 270, 10725, 2649, 4776, 1465, 685, 862368]","[2305, 11514, 2649, 2506, 2687, 4590, 2073, 6010, 73480, 9296, 1331, 6176, 430, 270, 10725, 685, 3498, 56607, 786, 102, 3, 2649, 9321, 1226, 12, 4231, 6, 618, 16509, 4, 5380, 13581, 73480, 4, 32320, 6034, 22456, 7636, 972]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 5184, 66, 4982, 66, 3088, 66, 7025, 66, 0, 643, 0]",LD-MSD-USB,0.65,4.5,4.0,1.5
125,15172288,81127501535,[301078],"[2942, 2695]","[301078, 802483, 0, 21085]",39.99,"[31366, 34340, 9154, 799, 20353, 2038, 4180, 4635, 3760, 39133]","[23, 301078, 802483, 14530, 366, 892, 397, 799, 8, 10520, 34340, 9154, 20, 7, 11842, 0, 275244]","[301078, 802483, 14530, 31366, 34340, 9154, 799, 20353, 2038, 4180, 4635, 3760, 39133, 59858, 1771, 41090, 35075, 3247, 20349, 17, 104, 20349, 13036, 5601, 313942, 5, 162971, 16359, 4953, 0, 13458, 0, 2158, 3371, 21085]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 5123, 66, 251, 66, 2333, 66, 2119, 66, 0, 643, 0]",EPCS40ORGMRN,0.5,10.0,5.6,1.2
126,15172500,6503084018,[159560],"[5629, 17, 961]","[169625, 67, 10939, 5, 10939, 1331, 554, 3170]",10.73,"[36444, 15420, 20, 9052, 3758, 1515, 16009, 15420, 13581, 9991, 62, 5, 0]","[77, 169625, 67, 10939, 5, 10939, 1331, 554, 3170, 624, 81, 10939, 2264, 15420, 1330, 7, 1516, 608, 236, 10939, 2037, 167, 29, 23214, 953, 67731, 1122, 5711, 9154, 15362, 4, 114793, 23, 10939, 1087, 8102, 268, 9991, 269, 4, 53224, 1301, 1972, 102, 7, 623, 2218, 4, 715, 5712, 869, 762, 834429, 338, 10939, 8753, 24, 10939, 10138, 0, 15278, 68, 1435, 3518, 12672, 12948, 26, 62, 5, 76680, 13725, 792, 20, 86002, 434088, 1855, 71, 10939, 8753, 42, 323, 9991, 62, 5, 0, 0, 4, 1339, 12948, 6, 62, 5, 553580, 5, 323, 3, 5514, 6, 617, 268, 3204, 2037, 167, 29, 1757, 12948, 4, 1046, 2280, 1355618]","[169625, 67, 10939, 5, 10939, 1331, 554, 3170, 36444, 15420, 20, 9052, 3758, 1515, 16009, 15420, 10939, 10138, 0, 15278, 13581, 9991, 62, 5, 0, 3170, 4953, 67]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2659, 66, 539, 66, 308, 66, 4889, 66, 0, 643, 0]",HDMIMM1,0.1,5.5,4.2,0.7
127,15172819,88472000723,[74572],"[5141, 2056]","[74572, 20837, 7740, 232, 16718, 12, 10143, 8195, 31024, 14606]",55.13,"[1111, 7, 623, 20837, 6216, 12, 1481, 3168, 2832, 1111, 1976, 1748, 5, 565, 20837, 5, 98, 0, 1972, 254]","[23, 74572, 20837, 7740, 232, 16718, 12, 10143, 8195, 31024, 14606, 1226, 20837, 6533, 4, 16718, 4, 2079, 21591, 20, 6209, 27096, 6827, 5, 27, 2479, 5, 4, 4064, 25, 20837, 6192, 187, 1972, 702147, 3349, 40, 3872, 1972, 2692, 8, 35, 187, 2865, 20, 3, 5827, 4, 10340, 6, 7, 6533, 33, 16718, 4, 2079, 1748, 20, 7, 623, 0]","[74572, 20837, 7740, 232, 16718, 12, 10143, 8195, 31024, 14606, 1111, 7, 623, 20837, 6216, 12, 1481, 3168, 2832, 1111, 1976, 1748, 5, 565, 20837, 5, 98, 0, 1972, 254, 47048, 5380, 4, 0, 4340, 21591, 20, 6209, 27096, 6827, 5, 27, 184, 8, 3, 187]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 4713, 66, 3822, 66, 263, 66, 7025, 66, 0, 643, 0]",SCHDOC1,2.5,7.3,5.1,4.1
128,15641693,84593303791,[41484],"[2942, 2695]","[41484, 21458, 7285, 3211, 8349, 2123, 12, 3564, 4951, 4275, 181279]",18.99,"[11455, 2272, 7001, 3564, 4951, 32466, 376, 5572, 1623, 2866, 561, 5, 7561]","[11570, 35, 3564, 4951, 4, 283, 35, 333, 2874, 20, 3, 21458, 7285, 3211, 8349, 2123, 30, 0, 6875, 5, 1185, 35, 2272, 7001, 3564, 4951, 28, 13843, 376, 5572, 358, 10480, 35, 1199, 213, 195, 2816, 427, 561, 5, 106, 7561, 4, 1408528, 25801, 35, 866, 764, 983, 20, 7, 358, 16, 624, 35, 866, 366016, 196949, 35, 3564, 4951, 20, 3, 41484, 21458, 7285, 3211, 8349, 281411]","[41484, 21458, 7285, 3211, 8349, 2123, 12, 3564, 4951, 11455, 3564, 4951, 2272, 7001, 32466, 4628, 376, 5572, 1623, 10480, 35, 1199, 9333, 427, 561, 5, 7561, 4, 3970]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 4889, 66, 4819, 66, 2396, 66, 2618, 66, 0, 643, 0]",FVA3791,0.9,7.75,4.0,0.75
129,15734418,72375589423,[66592],"[5629, 17, 961]","[8419, 1964935, 7674, 34412, 44383, 6292]",54.54,"[5838, 5, 35, 1724, 111, 3, 355, 4715, 34412, 5920, 57, 2711, 4, 3421, 3, 1999, 20755, 1058, 4604, 5670, 11555, 3708, 13107]","[23, 8419, 1964935, 7674, 34412, 44383, 6292, 11, 6871, 20, 6145, 11555, 3708, 13107, 786, 16, 1956, 57, 1809, 3708, 7184, 16, 888, 42, 5313, 1944902, 242, 1344852, 34412, 11, 343, 5, 302, 57, 2711, 4, 3421, 3071, 20755, 59, 1058, 551271]","[8419, 1964935, 7674, 34412, 44383, 6292, 5838, 5, 35, 1724, 111, 3, 355, 4715, 5670, 11555, 3708, 13107, 786, 1344852, 786, 1226, 34412, 5, 302, 57, 2711, 4, 3421, 3071, 20755, 1058, 4604, 23955, 20, 7, 1089348, 4639, 2158, 483]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 3653, 66, 2984, 66, 3116, 66, 5184, 66, 0, 643, 0]",89423N,0.64,9.0,5.1,2.2
130,14526547,2975736000,[43864],"[27608, 4699]","[43864, 169297, 2469, 26449, 2597, 5274]",49.99,"[2907, 7920, 1887205, 1301, 20174, 6640, 4, 57797, 278, 2832]","[3034, 87, 856, 81431, 23, 43864, 169297, 2469, 26449, 400, 22, 427, 5, 315, 1143, 6, 62, 5, 278, 1985581, 2947, 19, 3419, 26, 3, 8584, 33, 8575, 8, 3, 13194, 76, 2805, 35, 1026, 4, 180342, 23, 169297, 39, 283, 19, 3, 130, 144, 60, 19, 42, 778, 35, 4131, 259, 881198]","[111373, 949, 4699, 224582, 2863, 5990, 6640, 4, 57797, 278, 2832, 9333, 1967, 4, 1979, 1887205, 1301, 20174, 2907, 7920, 2597, 5274]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2509, 66, 4982, 66, 4788, 66, 2122, 66, 0, 643, 0]",,,,,
131,15773458,8589639304,[18441],"[2942, 2695]","[18441, 76861, 3389, 26272, 4, 10467]",17.54,"[3228, 52713, 4, 4095, 1098, 18, 3389, 17855, 29, 3389, 31620, 4, 73695, 6381, 5976, 4, 6453, 2622, 7193]","[6272, 3, 6649, 4, 5257, 6, 89489, 5, 35, 3389, 20, 3, 18441, 76861, 3389, 26272, 4, 1346394, 257, 2865, 20, 4627, 167, 29, 293452, 797839, 4, 212543, 76861, 1226, 19, 5, 615, 52713, 4, 4095, 35, 1098, 20, 7, 3268, 1566, 814974, 129, 3, 7917, 73695, 6381, 90, 601, 7, 1806, 1112531]","[18441, 76861, 3389, 26272, 4, 10467, 3228, 52713, 4, 4095, 1098, 18, 3389, 17855, 29, 3389, 31620, 4, 73695, 6381, 5976, 4, 6453, 2622, 7193, 5976, 3774, 49037, 11167, 18, 3389, 1181, 8230, 11084, 483, 5725, 20, 1004, 3774, 6083, 13134]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2384, 66, 4661, 66, 4705, 66, 3133, 66, 0, 643, 0]",K39304US,0.1,5.4,1.9,1.1
132,15819358,85716100251,[386838],[7536],"[386838, 2649, 2506, 3674, 0, 6939]",24.88,"[222, 0, 10938, 2230]","[23, 386838, 2649, 2506, 3674, 0, 6939, 1123, 19, 3, 6188, 5, 834, 35, 4452, 1434, 33, 2256, 162, 19, 158, 259, 3, 638, 33, 19958, 6, 769, 967, 0, 43517, 336, 2364, 7448, 6, 62, 5, 167939, 30, 29, 429, 29, 59338, 20, 3, 972, 222, 0, 0, 5220, 2437, 3, 2649, 6939, 102, 40, 244, 2649, 3156, 4, 3115, 5, 40, 244, 2859, 987153, 110, 19, 422, 32, 40, 2718, 2859, 685, 19, 42, 126, 28, 2649, 513019, 7529, 25, 30514, 35, 2718, 685, 8, 1199, 1543239]","[386838, 2649, 2506, 3674, 0, 6939, 222, 0, 10938, 2230, 5062, 59338, 2255, 1431, 15124, 4, 1481, 1706, 3292, 25315, 9907, 8313, 13581, 46080, 2074]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 3839, 66, 4741, 66, 5078, 66, 7025, 66, 0, 643, 0]",NT-WGHU,1.5,10.0,8.0,2.8
133,15992228,88590947120,[1248],[7163],"[1248, 3389, 81, 20, 7326, 8061, 3978, 1778, 650, 23755]",729.0,"[3389, 81, 20, 7326, 8061, 3978, 1778, 2307, 8, 20926, 23755, 39628, 227207, 26254, 104376, 1339, 20, 29970, 786, 2913, 4, 144, 4753]","[23, 26333, 18626, 4, 7906, 428, 400, 1248, 3389, 81, 20, 7326, 4, 3978, 1778, 0]","[1248, 3389, 81, 20, 7326, 8061, 3978, 1778, 650, 2307, 8, 20926, 23755, 39628, 227207, 26254, 104376, 1339, 20, 29970, 786, 167208, 29047, 5818, 2913, 4, 144, 4753, 1013, 5, 168, 420, 6, 1852, 204, 0, 1505, 3578, 1480, 7326, 7674, 9117, 87841, 786, 8061, 336, 277, 18, 7326, 8061, 1712, 6402, 24, 8567, 5, 135, 20, 548, 3978, 1778, 33, 7481, 36, 345866, 8061, 336, 599, 1569, 2060453, 199, 1248, 3389, 81, 20, 7326, 4, 3978, 1778, 8061, 1712, 249, 8, 537, 33, 627, 1973, 17837, 67, 1945, 7551, 1709, 23015, 2492, 525698, 23, 3389, 7326, 8061, 6432, 19, 1118, 11, 8567, 5, 135, 20, 7, 1045, 8812, 967, 617533, 1178, 20, 35, 5847, 12, 11107, 4, 8061, 336, 599, 0, 6558, 3893, 246, 171687, 3389, 81, 7872, 4, 543, 3947, 214, 6, 3, 414, 4761, 269, 12932, 1972, 12932, 4, 605, 6656, 246, 0, 3472, 204, 4000, 18, 1199, 3292, 4827, 4, 143, 89, 0, 16480, 502, 120, 1750911, 2695, 4, 1531, 1449, 1248, 3389, 4667, 1188187, 1248, 1331, 12842, 6939, 1248, 3389, 3915, 5581, 1754271, 1248, 3674, 973855, 1248, 3389, 81, 0, 1248, 3389, 82855, 2649, 982, 6939, 127290, 4196, 2570, 12, 1248, 3389, 131035]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 4713, 66, 4819, 66, 2241, 66, 3822, 66, 0, 643, 0]",MC983LL/A,2.7,11.3,9.4,3.6
134,16225292,70538124751,[23674],[1266],"[23674, 215150, 1434]",10.88,"[26065, 104, 262, 1235, 6, 3789, 2356, 3194, 174018, 2170, 24011, 13884, 1270, 18, 7, 8721, 25706, 2922]","[4394, 1396, 4, 38607, 20, 49483, 19, 4262, 176, 831, 18, 7, 3730, 1329182, 1011, 24, 19, 256, 128, 19, 87, 133, 191, 1741, 2764, 11, 3, 2922, 8714, 129, 105, 39, 19, 87, 187, 8985, 7, 13713, 4688, 53168, 20, 8401, 135509, 26065, 278, 262, 1235, 6, 3789, 2356, 3194, 4, 37876, 7, 1147371, 634, 6, 13884, 25, 246, 3, 3490, 19, 570809, 2323, 28, 17341, 4, 39660, 3789, 2356, 4131, 240, 265, 18, 7, 8721, 25706, 1329182]","[23674, 215150, 1434, 8985, 7, 13713, 4688, 53168, 20, 8401, 204, 26065, 104, 262, 1235, 6, 3789, 2356, 3194, 174018, 2170, 24011, 13884, 1270, 18, 7, 8721, 25706, 2922]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 1797, 66, 4493, 66, 5123, 66, 419, 66, 0, 643, 0]",24751,0.1,6.0,5.0,0.5
