id2,name,description,manufacturer,price
http://www.google.com/base/feeds/snippets/17450858518393943272,"[95305, 66, 0, 55097, 374, 22303]","[194558, 18, 7, 36368, 29, 22, 37321, 510, 3628, 108016, 0, 7661, 185, 26, 16906, 12, 3, 4297, 968, 12225, 33, 26, 122012, 8, 22028, 0, 1742, 107789, 0, 2848, 3, 949, 13105, 30, 3, 169563, 4, 297192, 0, 1262, 34]",[122666],16.27
http://www.google.com/base/feeds/snippets/887150541687480066,"[543, 805, 13320, 10, 1284, 126, 6, 805, 7011, 1319]","[29, 543, 7944, 5008, 1988, 1284, 2115, 13320, 601, 7, 808, 1090, 12, 3422, 1699866, 28, 2557, 12208, 1354, 751, 105, 26173, 231, 2980, 6, 3, 2115, 447, 30, 1389, 157, 88402, 34]",[122666],47.74
http://www.google.com/base/feeds/snippets/16960495172748497896,"[2837, 2642, 4496, 331, 4833, 11644]","[4496, 331, 4833, 18, 330428, 2680, 44, 3, 170, 4772, 12, 1015, 4507, 1357251, 4833, 5473, 18, 551, 7312, 543, 0, 4833, 4298, 601, 7, 3025, 12727, 38, 270, 7512, 4436, 545, 30, 633, 337, 34]",[122666],17.55
http://www.google.com/base/feeds/snippets/5556033529588048896,"[0, 15, 27207, 14, 0, 4776, 6214, 5507, 25795]","[4776, 20, 0, 15, 27207, 14, 3568, 0, 618, 10, 304, 67, 66, 1259400, 360, 0]",[122666],241.99
http://www.google.com/base/feeds/snippets/18375765231096501819,"[813747, 19706, 0, 17, 813747, 653050, 222, 8702, 623, 888, 2109, 66, 0]","[813747, 19706, 0, 10, 813747, 653050, 222, 8702, 623, 888, 2109, 66, 0, 17, 0]",[122666],112.97
http://www.google.com/base/feeds/snippets/15694710970361762708,"[8130, 258880, 15, 3229, 14, 12839]","[8130, 258880, 12839, 20, 7, 95, 7958, 722, 254, 39, 963, 19, 78, 4, 705, 1247, 25, 4893, 44, 6, 35, 0, 2437, 5875, 4, 24775, 27962, 258880, 12839, 20, 3, 16430, 1374664, 9239, 258880, 12839, 34]",[122666],29.99
http://www.google.com/base/feeds/snippets/13380169193455086942,"[30608, 543, 468184, 17, 165339, 2233, 1781, 34255, 17, 814, 4204, 74, 1028, 13818]","[30608, 543, 468184, 10, 18656, 85312, 4, 54435, 6, 717, 36981, 773, 55149, 28, 975, 4, 24295, 34255, 150503, 87, 936, 12, 7342, 420, 6, 0, 488, 37]",[122666],7.69
http://www.google.com/base/feeds/snippets/8369826495539794597,"[179964, 30767, 5000, 543, 0, 0, 3979, 89, 543]","[30767, 5000, 543, 0, 3979, 28, 11, 40, 3979, 5, 179964, 30767, 5000, 543, 0, 5, 2437, 3891, 19, 39, 152, 7, 4726, 612, 6, 30767, 5000, 543, 0, 422, 2546, 18, 35, 417096, 179964, 30767, 5000, 34]",[122666],59.95
http://www.google.com/base/feeds/snippets/1081494753292983123,"[1488, 543, 0, 17, 64354, 2916, 2009, 107, 3052, 17, 814, 3361, 4204, 74, 1028, 13818, 13204]","[1488, 543, 0, 10, 19109, 35, 107, 34282, 8, 3, 409, 20, 51, 6, 545, 10, 2916, 1216432, 1524, 25, 2403, 13391, 2916, 2009, 2802, 3, 680, 107, 3052, 2520, 7512, 17, 484, 20, 1371, 6, 2200, 1160, 17, 5, 193, 34]",[122666],9.08
http://www.google.com/base/feeds/snippets/18343959075631403504,"[36230, 603, 38221, 16773, 11861, 685, 4552]","[118, 19, 42, 23793, 4, 977, 3, 115, 171, 0, 16773, 11861, 1376, 20, 717, 0, 16773, 11861, 685, 0, 245, 183, 46, 167, 40, 3878, 1101, 6, 16773, 11861, 1376, 85, 244, 8, 52, 543, 21865]",[122666],28.3
http://www.google.com/base/feeds/snippets/15075617952954602482,"[3, 1731, 1433, 15, 3229, 14, 2153, 10, 6586, 12954, 64, 51]","[3, 1731, 1433, 2153, 11, 7, 680, 4, 427, 3610, 428, 4, 19319, 574319, 1070, 615, 3, 663, 3610, 8, 531, 20, 28, 716, 416, 1741, 443124, 3, 11516, 891, 8066, 24, 102492, 4, 42, 27, 7852, 8, 2945, 34]",[122666],19.99
http://www.google.com/base/feeds/snippets/13719401226624644329,"[0, 8706, 5085, 336, 136608, 17, 2878, 17, 67, 1546, 17, 12073, 35979, 814]","[381447, 0, 10, 822, 4353, 8, 419, 420, 10, 10, 8706, 801538, 11, 7, 21825, 0, 543, 1295, 12, 18333, 6944, 4, 3716, 18, 138525, 181, 1142, 5450, 0]",[122666],663.22
http://www.google.com/base/feeds/snippets/13869960802688221937,"[8111, 543, 293902, 8111, 37, 892, 187, 428, 5633, 12, 1964]","[251, 1741, 1019, 8, 52, 1123, 19, 849, 474, 111, 231, 3880, 6, 35, 187, 428, 595, 279, 3841, 4, 6293, 883, 37, 8111, 37, 892, 187, 428, 5633, 11, 3, 187, 428, 543, 1830, 16, 3421, 19, 428, 44, 6, 3, 34]","[8111, 543]",62.99
http://www.google.com/base/feeds/snippets/18414674514314244954,"[29719, 543, 48517, 2470, 6628, 6243, 0, 0, 108884, 17, 0]",[122666],[122666],28
http://www.google.com/base/feeds/snippets/13452628916237194338,"[0, 12016, 1301, 762, 5633, 1269, 17, 680, 1830, 17, 67, 6194, 17, 124001, 15, 4563, 1023, 14]","[12016, 0, 10, 822, 4353, 8, 419, 420, 10, 8, 1127, 10, 87, 1741, 1301, 3307, 1319, 4, 663, 35, 3159, 17, 658, 1207527, 7, 12727, 33, 7, 945964]",[122666],93.33
http://www.google.com/base/feeds/snippets/13001789792488946718,"[1157744, 2488, 27048, 15306, 187, 2568, 17, 15, 2903, 132, 14, 17, 680, 1830, 17, 67, 888, 17, 5966, 17, 814, 1539]","[30608, 543, 1157744, 10, 822, 4353, 8, 419, 420, 10, 8, 1127, 10, 2488, 27048, 15306, 132, 187, 2568, 46, 44, 3, 2200, 5661, 52, 70, 1457, 30, 7378, 30, 40, 3827, 6, 717, 28160, 15, 2835, 24548, 49777, 11119, 50579, 11050, 22317, 34]",[122666],14.51
http://www.google.com/base/feeds/snippets/8633064080436107025,"[0, 0, 386296, 10654, 11841, 799, 406, 28777]","[3, 0, 386296, 10654, 11841, 799, 406, 28777, 601, 12481, 397, 3204, 9290, 4, 15503, 1854747, 5660, 3, 18048, 6, 0, 0, 43030, 20, 3, 6188, 6, 0, 21, 738, 68279, 43030, 812, 0, 34]",[122666],399.99
http://www.google.com/base/feeds/snippets/2838840999646798655,"[4979, 217791, 9950, 2749, 10, 8263, 1319]","[254, 1660, 2029, 217791, 15, 2546, 20, 364718, 49257, 33, 43377, 14, 169, 5378, 3960, 222, 33, 5378, 3984, 276827, 9527, 3518, 13433, 103, 8, 9950, 0, 66719, 705, 20, 100183, 562206, 5372, 33, 1046, 5, 126, 4979, 13433, 15, 84087, 33, 122772, 781, 12, 34]",[122666],95.99
http://www.google.com/base/feeds/snippets/18358488810026684849,"[1429917, 0, 0, 0, 1505, 67, 9427, 67, 4043, 147, 63969, 543, 0, 17, 15, 2903, 104, 14, 17, 2878, 17, 147, 959, 67, 9427, 67, 4043, 17, 814, 0]","[1429917, 0, 0, 0, 1505, 67, 9427, 67, 4043, 147, 63969, 543, 0, 17, 15, 2903, 104, 14, 17, 2878, 17, 147, 959, 67, 9427, 67, 4043, 17, 814, 0]",[122666],3969.58
http://www.google.com/base/feeds/snippets/17523098183862840727,"[86759, 29632, 305, 2170, 10976, 17, 2520, 1244]",[122666],[122666],15.91
http://www.google.com/base/feeds/snippets/4837330611493150937,"[1042731, 2931, 4, 19613, 29642, 15306, 8702]","[254, 1660, 10, 2251, 254, 10, 8702, 18198, 360, 279719, 33, 589, 24639, 5372, 10, 136460, 84087, 33, 589, 24639, 1262, 10, 233285, 33, 2714, 1465, 10, 10383, 16461, 33, 1046, 376, 4687, 752, 10, 0, 196, 4687, 752, 269, 685, 15, 62112, 14, 10, 79277, 41486, 33, 230, 269, 685, 15, 45820, 14, 10, 34]",[122666],55.99
http://www.google.com/base/feeds/snippets/17424542970602870488,"[54351, 3783, 23750, 98757, 269, 54351, 3783, 23750, 8, 3896]","[54351, 3783, 23750, 11, 7, 310203, 1607562, 1551, 777, 9826, 24, 134037, 64856, 41437, 30217, 191683, 82648, 4, 89, 2797, 473, 0, 133, 54, 751, 185, 61, 809, 20, 86, 2948, 4, 99015, 2454, 59224, 16, 39, 32, 18484, 77639, 34]",[122666],14.86
http://www.google.com/base/feeds/snippets/14294089340288176542,"[1034, 543, 0, 0, 892, 35362]","[0, 11, 5329, 20, 1741, 624, 5, 193, 19, 978, 7, 230, 6172, 1165, 7, 230, 415, 4, 3921, 7, 1046, 0, 11, 35, 6172, 2081, 19, 723, 943, 33, 2388, 19, 144, 38, 2555, 35, 1287, 4, 245, 1860, 253, 1287, 1090, 37, 34]","[1034, 543]",29.99
http://www.google.com/base/feeds/snippets/18406229737596409253,"[1042257, 0, 36686, 360, 104, 3156, 64, 268, 15218, 567571]","[1556, 3, 276, 6, 967, 7561, 12, 178234, 327473, 7, 300286, 4, 268, 4082, 1639, 66, 11554, 12, 2456, 0, 659012, 846, 35, 221, 437, 5, 6105, 691, 1072, 4, 967, 0, 1926, 35, 967, 30, 228, 34]",[122666],135.34 gbp
http://www.google.com/base/feeds/snippets/9389075470649861548,"[940387, 543, 172038, 17, 940387, 32478, 8564, 17, 3, 7865, 6, 125503, 17, 2248, 240, 17, 8702]","[940387, 543, 172038, 10, 177, 18, 3, 5418, 6, 32478, 8564, 4, 61, 22138, 567, 4, 897, 93, 5, 3, 2532, 836, 318, 3, 6979, 13826, 10252, 0, 8, 393, 60, 19, 24, 343, 5, 778, 3, 5009, 6002, 4688, 6, 65558, 29, 134, 29, 3, 4373, 34]",[122666],26.97
http://www.google.com/base/feeds/snippets/11865417944403325412,"[161456, 0, 11562, 10414, 2233]","[808, 624, 10, 1797, 695, 3012, 11562, 4748, 0, 4160, 1543, 1604, 4160, 28209, 1465, 685, 1732, 21, 3118, 34]",[122666],99.95
http://www.google.com/base/feeds/snippets/16821256693486415420,"[288488, 622846, 755, 622846, 98757, 269, 427, 2009, 5, 8325, 2454, 35540]","[154, 7, 17838, 39, 27, 343, 5, 331, 484, 20, 28, 1010983, 22, 21, 2373, 20, 2557, 5473, 113, 1440, 14242, 1468, 4, 3, 2430, 758, 5, 51901, 2200, 0, 8, 7, 7602, 21491, 2191, 755, 4, 288488, 366, 34]",[122666],22.13
http://www.google.com/base/feeds/snippets/8811836371644929779,"[623, 2749, 955328, 543, 612, 17325]","[0, 10, 955328, 543, 2478, 35, 855, 311, 5, 135509, 955328, 543, 400, 3, 2811, 6, 9040, 35, 564, 181, 366688, 29, 35, 5505, 1554, 59, 181, 7, 968, 4068, 2027, 8, 35, 855, 182348, 767, 871, 5, 556, 4, 34]",[122666],123.04
http://www.google.com/base/feeds/snippets/13589207002001810856,"[8111, 543, 644855, 8111, 37, 187, 428, 9651, 634, 380]","[9651, 634, 380, 715, 3941, 95, 1319, 5, 29960, 35, 428, 1749265, 17838, 33, 3984, 8111, 37, 9651, 634, 380, 46, 3, 1319, 4, 6188, 5, 32, 557, 7650, 7, 105577, 187, 428, 1131, 4, 690317, 7, 34]","[8111, 543]",118.99
http://www.google.com/base/feeds/snippets/13558726664717453661,"[0, 117665, 0, 2568, 17, 3979, 2878, 17, 67, 888, 17, 2450, 17, 516, 1505, 15, 806866, 14, 17, 1826]","[0, 0, 10, 822, 4353, 8, 419, 420, 10, 10, 3, 117665, 494, 285, 715, 959, 2456, 561, 5, 66726, 1411, 4, 336, 20829, 18, 5459, 98, 1913, 254, 30, 3, 949, 1964, 27267, 279, 1964, 13818, 4, 34]",[122666],147.73
http://www.google.com/base/feeds/snippets/4208369660309054934,"[1034, 543, 0, 17, 4941, 7955, 706, 2258, 265, 15, 3004, 10235, 1023, 14, 15, 814, 4204, 74, 1028, 13818, 14]","[1034, 543, 0, 10, 4941, 7955, 706, 2258, 265, 11, 44, 95, 4436, 44, 3, 1233, 12016, 1411, 37, 539, 189, 10690, 18, 168, 486895, 33, 67, 330428, 472, 3, 123, 62, 5, 741, 5473, 30, 1414, 5, 2138, 624, 6, 214, 34]",[122666],27.97
http://www.google.com/base/feeds/snippets/3620383930983735395,"[0, 6209, 2454, 5068]","[6574, 28, 0, 1849, 409, 11, 3, 680, 4, 23422, 1514, 12, 44, 1243, 6, 2454, 953, 30, 12727, 5, 1705592, 3, 2454, 11, 7, 29934, 5387, 20, 8654, 30541, 6523, 4, 28, 409, 11, 7, 975, 1514, 34]",[122666],12.9
http://www.google.com/base/feeds/snippets/18434302370975323523,"[49578, 154696, 17, 0, 17, 17218, 4693]","[703, 3, 2370, 2430, 4, 7399, 6, 1565, 4, 1349, 17218, 4693, 30, 90454, 0, 49578, 0, 28, 6132, 743, 10, 313, 1171, 5444, 6, 18656, 3768, 279, 18656, 6182, 506680, 17218, 104762, 4, 1224123, 38, 1162]",[122666],18.5
http://www.google.com/base/feeds/snippets/17070501717470514063,"[84188, 219991, 564025, 303, 1269, 269, 5289, 4, 6132, 32176, 543, 17, 814, 32176, 543]","[564025, 303, 1269, 269, 5289, 4, 6132, 32176, 543, 12, 1964, 555, 472, 3, 564025, 303, 1269, 269, 5289, 4, 6132, 32176, 543, 12, 1964, 30, 84188, 219991, 11, 7, 159, 130, 5, 87, 511, 5289, 35, 187, 1436, 4, 4935, 34]",[122666],129.95
http://www.google.com/base/feeds/snippets/15905434410209587172,"[147222, 19706, 2454, 5435, 81, 240, 4, 11414]","[2454, 5435, 81, 1123, 19, 44, 3, 6652, 4, 15684, 6, 178, 7, 1655, 1606, 259, 2164, 35, 187, 37, 37, 2454, 5435, 624, 122840, 16265, 9875, 30, 3, 11354, 240, 5652, 0]",[122666],67.99
http://www.google.com/base/feeds/snippets/5665024204886410,"[6440, 856, 336]","[6574, 87, 6440, 856, 336, 4, 87, 2210, 6, 591, 37, 1123, 19, 3, 390, 5, 6309, 35, 856, 1080, 20, 40, 16430, 4, 12611, 15090, 3114, 0, 1856, 1306, 30, 7, 5966, 33, 23665, 5, 5, 3, 376, 555589, 1741, 3114, 1319, 176, 34]",[122666],29.9
http://www.google.com/base/feeds/snippets/5718531384287636645,"[5330, 19016]","[989, 30, 311, 4, 4866, 0, 6193, 12, 1747, 1629982, 228, 3768, 24, 3656, 20, 35, 908, 0, 5330, 840, 24, 222, 222, 66, 1388910, 360, 104, 104, 66, 0, 12, 580, 529, 3026, 18, 214, 0, 2749, 1796, 136, 34]",[122666],49.79
http://www.google.com/base/feeds/snippets/16894460490935798232,"[30608, 11195, 100799, 40104, 16241, 5312, 310]","[7, 8721, 16241, 5312, 310, 46, 89628, 3, 14931, 6, 3, 5303, 4, 356, 3, 23290, 5589, 3, 11301, 3218, 39, 768, 799944, 100799, 4, 3, 6784, 39, 36, 103, 315, 35, 681, 15572, 43, 39, 90, 4214, 59, 1244, 312206, 117324]",[122666],7.79
http://www.google.com/base/feeds/snippets/17929015084252910731,"[45011, 0, 10252, 25915, 98757, 269, 703, 5, 331, 3, 1440, 6, 10252, 25915, 17, 6132]","[10252, 25915, 31, 52, 6, 3, 123, 7848, 3522, 8, 3, 631, 6, 6644, 945, 180635, 45011, 0, 31, 10252, 21, 897, 13055, 30, 3212, 356, 61, 11544, 960, 8, 2398, 12643, 160, 18, 208, 5785, 0, 9463, 4, 3816, 0, 34]",[122666],22.13
http://www.google.com/base/feeds/snippets/4432724463066898018,"[30608, 543, 427178, 17, 30724, 84130, 17, 814, 4204, 74, 1028, 13818]","[30608, 543, 427178, 10, 87, 936, 5, 805, 35, 1126, 8, 3, 6194, 612, 6, 10958, 21, 866, 12442, 0, 76, 65, 3, 2260, 283, 1851, 7, 2034, 4, 7, 306, 573, 5, 5730, 3, 3789, 1233743, 249, 62, 20, 3, 1782, 1236, 4, 19, 814, 34]",[122666],7.69
http://www.google.com/base/feeds/snippets/17572641066331656721,"[37882, 10483, 478, 269, 4628, 2372, 10, 3, 8080, 6, 37882, 10483]","[83, 37882, 10483, 1238, 789, 23566, 1032280, 28407, 18, 40, 30239, 2454, 54, 2188, 7, 2454, 7390, 1321, 3, 5387, 57, 6, 3, 1809, 18, 5, 1005, 772257, 28, 26109, 6542, 11, 40, 11255, 908, 6, 40, 34]",[122666],14.86
http://www.google.com/base/feeds/snippets/13380511354426794545,"[0, 0, 1205186, 4967, 3829, 2321, 1318, 12, 298536, 2109, 66, 105861, 17, 15, 2903, 29165, 14, 17]","[705, 12318, 1103, 0, 10, 822, 4353, 8, 419, 420, 10, 10, 0, 1205186, 4967, 3829, 2321, 1318, 52631, 3, 3829, 2321, 5093, 6, 0, 1205186, 4967, 5, 2698, 4507, 4404, 3829, 2321, 34]",[122666],643.42
http://www.google.com/base/feeds/snippets/5655410586169835557,"[30608, 543, 558440, 17, 3, 1731, 1433, 520, 15306, 49787, 30082, 25, 3, 1731, 1433]","[30608, 543, 558440, 10, 95, 37, 3, 1731, 1433, 520, 15306, 601, 3, 171, 8, 849, 593, 1749265, 270564, 189, 1137, 64, 3589, 1269, 42593, 189, 595, 8066, 37, 5329, 20, 95, 624, 4, 1319, 19, 32, 545, 19, 152, 12, 7819, 35, 2200, 34]",[122666],42.97
http://www.google.com/base/feeds/snippets/10382898539941996194,"[0, 15, 27207, 14, 6214, 0, 64, 1046, 3568]","[4709, 4776, 20, 0, 15, 27207, 14, 5454, 543, 13348, 4, 0, 869, 2149182, 20, 35, 54557, 289, 855, 4, 1127, 33, 1949, 0, 6214, 1652389, 2195, 1070, 102, 35, 1856538, 173241, 24, 3166, 0, 17, 34]",[122666],241.99
http://www.google.com/base/feeds/snippets/14713665631931314183,"[6743, 4866, 5632]","[615, 35, 211, 5632, 170, 8, 35, 501123, 1960155, 42, 27, 184, 20, 98, 6, 3, 945, 0, 543, 3983, 60, 19, 42, 11237, 127, 6743, 5632, 98, 130, 19, 158, 166, 371, 93, 26, 39, 5, 2870, 3, 538, 6, 529, 0, 497233, 34]",[122666],54.99
http://www.google.com/base/feeds/snippets/13799844440134110129,"[30608, 543, 650163, 17, 165339, 3908, 319, 17, 814, 4204, 74, 1028, 13818]","[30608, 543, 650163, 10, 165339, 3908, 3, 20853, 3908, 240, 6, 44, 78, 601, 6652, 4, 1895, 20, 111, 1727, 8082, 6, 387, 6, 3, 123, 945, 3908, 280924, 254, 1660, 10, 1964, 274952, 66, 74, 66, 1028, 380827, 66, 13818, 15, 187, 64, 3984, 14, 105861, 34]",[122666],18.97
http://www.google.com/base/feeds/snippets/18434262004669557918,"[179646, 543, 11195, 17, 821852, 17, 10940, 59167, 14108]","[7, 0, 4830, 11, 97, 844, 76, 7, 756, 6, 17927, 6410, 56798, 3060, 7, 358059, 9860, 33, 7, 0, 417096, 293, 21, 14119, 11, 429, 51, 8760, 4, 1324, 593, 181, 3672, 4, 1549, 154, 35, 3986, 26, 1208895]",[122666],24.81
http://www.google.com/base/feeds/snippets/13794247902360813779,"[0, 137, 45114, 27048, 543, 899, 20816, 17, 2878, 17, 539, 1084, 959]","[45114, 883, 0, 137, 10, 822, 4353, 8, 419, 420, 10, 10, 45114, 27048, 543, 899, 20816, 5414, 3193, 6, 1481, 899, 20816, 15, 3712, 40507, 14, 346, 7, 623, 45114, 27048, 899, 14120, 20, 214, 3245, 340, 106, 211, 265, 6, 34]",[122666],17721.99
http://www.google.com/base/feeds/snippets/18405058220481329541,"[165339, 34255]","[165339, 34255, 1123, 19, 539, 262, 8082, 6, 34255, 4, 7917, 10690, 5, 2949, 19, 3, 1548, 30, 3, 1542, 289, 8, 4385, 0, 254, 1660, 10, 0, 4204, 66, 74, 66, 1028, 66, 13818, 111631, 1141, 5372, 33, 2714, 882, 16461, 376, 4687, 752]",[122666],9.99
http://www.google.com/base/feeds/snippets/4649453787891480011,"[146818, 3329, 1465, 508]","[6574, 193, 146818, 4, 61, 477, 782, 337, 144, 5, 0, 2922, 29, 19, 1108, 394, 1280, 157, 7160, 1160, 4, 990, 1926373, 782, 337, 144, 5, 0, 2922, 150, 7, 4747, 5033, 3, 1748, 0, 1533, 146818, 34]",[122666],12.9
http://www.google.com/base/feeds/snippets/17922590680219981437,"[152791, 107958, 0, 2456, 2196, 0, 12, 1964, 62482, 6064, 1026312, 1189280, 64, 764, 0]","[152791, 107958, 0, 2456, 2196, 0, 12, 1964, 62482, 6064, 1026312, 1189280, 64, 764, 0]",[122666],60190.54
http://www.google.com/base/feeds/snippets/13962528990635632990,"[1586, 37, 15, 3229, 14, 596, 761018, 2749]","[1741, 4, 16430, 1586, 37, 596, 1501, 1930, 2917, 4, 321, 1672, 112, 5505, 1068, 2909, 2438, 938, 4, 87, 447001, 1586, 37, 596, 1226, 19, 5, 561, 808, 1203, 181, 5836, 230, 2438, 35, 78, 34]",[122666],999.99
http://www.google.com/base/feeds/snippets/4108712449976038856,"[30608, 543, 385181, 17, 240, 6, 204, 17, 814, 3361, 4204]","[30608, 543, 385181, 10, 3, 240, 6, 204, 11, 230, 101, 19, 850, 37, 624, 10, 17, 8033, 1144, 17, 75880, 17, 163429, 9527, 30, 3, 1176, 21, 5, 3, 754, 17, 203, 953, 15, 895, 33, 38999, 14, 254, 1660, 10, 1964, 3361, 66, 4204, 55, 111631, 1607, 82556, 24639, 34]",[122666],7.69
http://www.google.com/base/feeds/snippets/18029245320668853953,"[0, 603, 0]","[0, 760, 19, 511, 20, 8065, 6, 18003, 8066, 60, 19, 42, 615, 892, 286, 498, 924, 4, 27, 62, 18, 3, 498, 0, 177, 2857, 170, 30, 35, 498, 250, 4, 1259, 412, 0, 291, 494, 181, 3548, 34]",[122666],57.52
http://www.google.com/base/feeds/snippets/12295157042839457732,"[231637, 3643, 5027, 1101]","[1777, 7, 10840, 5063, 5065, 4, 1533, 231637, 29, 54, 10007, 318, 3181, 37, 3, 231637, 3643, 5027, 1101, 1796, 278, 14455, 13062, 45885, 508, 29, 134, 29, 7, 1731, 3042, 4078, 6237, 4, 10002, 0]",[122666],8.95
http://www.google.com/base/feeds/snippets/18418957604828821100,"[46640, 66, 26889, 0, 459544, 131095, 111805, 0, 29930, 10017, 27812, 35941]","[459544, 131095, 111805, 0, 29930, 10017, 27812, 35941]",[122666],259.49
http://www.google.com/base/feeds/snippets/18372538185510913741,"[459311, 3025, 12692, 899, 12, 155875, 2869, 634, 392, 7727, 17, 459311, 17]","[321, 1672, 622, 143, 6, 3, 205, 719, 29, 0, 658, 22, 21, 12813, 967, 899, 0, 7319, 33, 8839, 7, 230, 1769, 6, 676147, 987153, 812, 83, 22, 525, 5, 3, 1710, 781, 5, 34]",[122666],107.01 gbp
http://www.google.com/base/feeds/snippets/18362654520356707985,"[13865, 36603, 15, 35304, 14, 3984, 814, 62, 30, 25671, 17, 13865, 17, 0]","[5313, 4, 17600, 20, 3, 2370, 4208, 1295, 0, 237, 892, 543, 5414, 221, 2917, 0, 615, 5660, 4, 474, 13865, 4208, 2425, 12, 427, 51, 2456, 2893, 5606, 4, 336, 34]",[122666],151.27 gbp
http://www.google.com/base/feeds/snippets/13673020163682698234,"[13865, 15, 3229, 14, 13363, 15, 3229, 14, 1192, 4831]","[13865, 13363, 1192, 11, 891, 12, 3157, 75, 24, 1639, 937, 37598, 246, 1301, 1775594, 22, 11, 40, 3872, 1295, 5, 1070, 4, 1131, 176, 2460, 660, 4, 1926, 59, 5263, 6, 316381, 176, 10, 952, 6, 2775, 157, 40, 34]",[122666],49.88
